Pressure,Temperature,Salinity,Oxygen,Transmissometer,Biospherical PAR,Fluorometer ,Wetlabs OBS
1129,4.271,34.389,193.52,99.96,0,0.076673075,0
1130,4.266,34.389,193.53,99.96,0,0.072071802,0
1131,4.258,34.39,193.52,99.96,0,0.07298518,0
1132,4.249,34.39,193.52,99.96,0,0.073083657,0
1133,4.241,34.39,193.51,99.96,0,0.073182134,0
1134,4.233,34.391,193.51,99.96,0,0.073695834,0
1135,4.224,34.391,193.52,99.96,0,0.072448447,0
1136,4.221,34.391,193.5,99.96,0,0.070799999,0
1137,4.22,34.391,193.4,99.96,0,0.082324424,0
1138,4.218,34.391,193.37,99.96,0,0.089995378,0
1139,4.215,34.391,193.3,99.95,0,0.083233026,0
1140,4.206,34.392,193.25,99.95,0,0.081165282,0
1141,4.197,34.392,193.2,99.95,0,0.078846043,0
1142,4.188,34.393,193.15,99.95,0,0.076526805,0
1143,4.18,34.393,193.1,99.96,0,0.074207567,0
1144,4.171,34.393,193.05,99.96,0,0.071776115,0
1145,4.169,34.394,193,99.96,0,0.070799999,0
1146,4.164,34.394,192.96,99.96,0,0.071187303,0
1147,4.162,34.396,192.72,99.96,0,0.070799999,0
1148,4.16,34.396,192.51,99.96,0,0.074895437,0
1149,4.155,34.395,192.27,99.96,0,0.077002117,0
1150,4.152,34.395,192.01,99.97,0,0.076229267,0
1151,4.149,34.394,191.8,99.96,0,0.076611965,0
1152,4.143,34.395,191.74,99.96,0,0.08048857,0
1153,4.134,34.394,191.73,99.96,0,0.076625248,0
1154,4.125,34.394,191.74,99.97,0,0.078537913,0
1155,4.129,34.396,191.54,99.97,0,0.078565571,0
1156,4.134,34.398,191.45,99.96,0,0.087236111,0
1157,4.132,34.399,191.5,99.96,0,0.071685209,0
1158,4.096,34.395,191.5,99.96,0,0.071096046,0
1159,4.093,34.396,191.21,99.96,0,0.079374591,0
1160,4.1,34.398,190.91,99.97,0,0.07850251,0
1161,4.103,34.401,190.79,99.97,0,0.078504225,0
1162,4.107,34.402,190.78,99.94,0,0.087172442,0
1163,4.111,34.402,190.64,99.97,0,0.079688381,0
1164,4.11,34.403,190.45,99.97,0,0.070807897,0
1165,4.098,34.402,190.29,99.97,0,0.070891892,0
1166,4.085,34.402,190.14,99.96,0,0.070989637,0
1167,4.072,34.401,189.98,99.96,0,0.070965296,0
1168,4.066,34.401,189.93,99.96,0,0.07312519,0
1169,4.061,34.401,189.89,99.97,0,0.079827668,0
1170,4.057,34.401,189.86,99.96,0,0.098566687,0
1171,4.055,34.401,189.83,99.97,0,0.090813834,0
1172,4.055,34.401,189.83,99.96,0,0.089097315,0
1173,4.051,34.401,189.8,99.95,0,0.073481045,0
1174,4.037,34.401,189.74,99.94,0,0.070799999,0
1175,4.034,34.402,189.74,99.96,0,0.077564105,0
1176,4.029,34.402,189.59,99.96,0,0.078642021,0
1177,4.025,34.402,189.61,99.96,0,0.077955379,0
1178,4.021,34.402,189.6,99.96,0,0.077128508,0
1179,4.016,34.403,189.59,99.96,0,0.076321154,0
1180,4.012,34.403,189.59,99.96,0,0.0755138,0
1181,4.008,34.404,189.58,99.96,0,0.074706445,0
1182,4.003,34.404,189.56,99.96,0,0.072881019,0
1183,3.999,34.404,189.58,99.96,0,0.075879277,0
1184,3.995,34.405,189.48,99.96,0,0.078199997,0
1185,3.993,34.405,189.35,99.96,0,0.078186971,0
1186,3.991,34.405,189.25,99.96,0,0.07818673,0
1187,3.989,34.405,189.13,99.96,0,0.078200276,0
1188,3.987,34.405,189.01,99.96,0,0.078213822,0
1189,3.985,34.405,188.89,99.96,0,0.078191136,0
1190,3.984,34.406,188.8,99.96,0,0.078249171,0
1191,3.983,34.406,188.71,99.96,0,0.078191115,0
1192,3.982,34.406,188.61,99.96,0,0.078303801,0
1193,3.982,34.406,188.54,99.96,0,0.078414647,0
1194,3.981,34.406,188.51,99.97,0,0.071314848,0
1195,3.979,34.406,188.42,99.97,0,0.070800066,0
1196,3.978,34.406,188.34,99.97,0,0.070499209,0
1197,3.977,34.406,188.28,99.96,0,0.079011475,0
1198,3.976,34.407,188.22,99.96,0,0.084313377,0
1199,3.974,34.407,188.25,99.97,0,0.078431133,0
1200,3.968,34.408,188.24,99.97,0,0.079571229,0
1201,3.959,34.408,188.21,99.98,0,0.078199997,0
1202,3.957,34.408,188.07,99.98,0,0.078462059,0
1203,3.955,34.408,187.95,99.97,0,0.077041424,0
1204,3.945,34.408,187.95,99.91,0,0.072165185,0
1205,3.939,34.408,187.83,99.96,0,0.079095895,0
1206,3.939,34.408,187.8,99.98,0,0.079003872,0
1207,3.94,34.409,187.75,99.98,0,0.07893991,0
1208,3.94,34.409,187.69,99.97,0,0.078804688,0
1209,3.94,34.409,187.68,99.98,0,0.078793016,0
1210,3.939,34.409,187.71,99.97,0,0.078199998,0
1211,3.936,34.41,187.66,99.97,0,0.078199998,0
1212,3.935,34.411,187.54,99.97,0,0.072497057,0
1213,3.933,34.411,187.56,99.96,0,0.072200528,0
1214,3.931,34.412,187.43,99.96,0,0.07917248,0
1215,3.923,34.412,187.4,99.94,0,0.081280709,0
1216,3.914,34.413,187.38,99.92,0,0.083355559,0
1217,3.906,34.414,187.35,99.9,0,0.085430408,0
1218,3.898,34.415,187.33,99.89,0,0.087505259,0
1219,3.889,34.416,187.29,99.84,0,0.090527268,0
1220,3.889,34.416,187.31,99.96,0,0.097526899,0
1221,3.888,34.418,187.23,99.96,0,0.090752433,0
1222,3.876,34.418,187.08,99.96,0,0.089190484,0
1223,3.869,34.418,186.82,99.96,0,0.086276273,0
1224,3.861,34.419,186.57,99.96,0,0.084215806,0
1225,3.853,34.419,186.32,99.96,0,0.082155338,0
1226,3.845,34.419,186.05,99.96,0,0.07990225,0
1227,3.84,34.42,185.89,99.96,0,0.078929159,0
1228,3.838,34.421,185.93,99.96,0,0.072722502,0
1229,3.835,34.422,185.83,99.96,0,0.078184989,0
1230,3.834,34.422,185.53,99.97,0,0.081533775,0
1231,3.833,34.423,185.19,99.97,0,0.073270358,0
1232,3.833,34.424,184.86,99.97,0,0.070931332,0
1233,3.833,34.424,184.66,99.97,0,0.067217673,0
1234,3.832,34.424,184.42,99.97,0,0.083275132,0
1235,3.825,34.425,184.33,99.98,0,0.072947591,0
1236,3.817,34.425,184.2,99.97,0,0.078024781,0
1237,3.811,34.425,184.09,99.97,0,0.078199998,0
1238,3.806,34.425,184.09,99.97,0,0.071031186,0
1239,3.801,34.425,183.9,99.96,0,0.075964912,0
1240,3.793,34.425,183.91,99.98,0,0.078199998,0
1241,3.785,34.425,183.81,99.98,0,0.07850442,0
1242,3.78,34.425,183.74,99.97,0,0.078906675,0
1243,3.765,34.426,183.66,99.97,0,0.073767915,0
1244,3.762,34.426,183.7,99.97,0,0.077595224,0
1245,3.757,34.427,183.74,99.97,0,0.076355529,0
1246,3.743,34.427,183.61,99.98,0,0.078520619,0
1247,3.737,34.427,183.67,99.98,0,0.083917014,0
1248,3.735,34.427,183.53,99.97,0,0.084494226,0
1249,3.732,34.427,183.49,99.98,0,0.087820977,0
1250,3.731,34.427,183.5,99.97,0,0.088506601,0
1251,3.73,34.427,183.53,99.96,0,0.078969979,0
1252,3.727,34.427,183.54,99.97,0,0.071820696,0
1253,3.718,34.427,183.45,99.97,0,0.078983353,0
1254,3.706,34.428,183.44,99.98,0,0.076105402,0
1255,3.701,34.428,183.34,99.97,0,0.080503215,0
1256,3.698,34.428,183.23,99.97,0,0.076071399,0
1257,3.695,34.428,183.1,99.96,0,0.070799999,0
1258,3.692,34.428,183.15,99.98,0,0.077587774,0
1259,3.691,34.428,183.18,99.97,0,0.079818146,0
1260,3.69,34.428,183.18,99.97,0,0.084931828,0
1261,3.685,34.429,183.02,99.97,0,0.084211721,0
1262,3.678,34.431,183.11,99.97,0,0.090784001,0
1263,3.663,34.432,183.11,99.97,0,0.078680661,0
1264,3.656,34.431,182.95,99.97,0,0.074931822,0
1265,3.649,34.431,182.83,99.96,0,0.074962688,0
1266,3.646,34.431,182.74,99.97,0,0.09319111,0
1267,3.641,34.432,182.59,99.96,0,0.078438164,0
1268,3.638,34.433,182.41,99.96,0,0.078199998,0
1269,3.636,34.434,182.43,99.98,0,0.077922062,0
1270,3.635,34.434,182.27,99.96,0,0.072101669,0
1271,3.634,34.435,182.13,99.97,0,0.081370161,0
1272,3.632,34.435,181.95,99.96,0,0.079011612,0
1273,3.629,34.435,181.81,99.97,0,0.078199997,0
1274,3.627,34.435,181.83,99.98,0,0.078666766,0
1275,3.626,34.435,181.68,99.97,0,0.080929034,0
1276,3.625,34.436,181.64,99.98,0,0.080404699,0
1277,3.625,34.436,181.45,99.98,0,0.076228966,0
1278,3.624,34.437,181.45,99.98,0,0.07845602,0
1279,3.622,34.437,181.3,99.97,0,0.091104392,0
1280,3.615,34.437,181.34,99.98,0,0.087791452,0
1281,3.602,34.437,181.38,99.98,0,0.078588223,0
1282,3.594,34.436,181.27,99.98,0,0.072239476,0
1283,3.591,34.436,181.23,99.98,0,0.078665559,0
1284,3.586,34.435,181.28,99.98,0,0.078156489,0
1285,3.578,34.435,181.43,99.98,0,0.077264742,0
1286,3.565,34.435,181.6,99.98,0,0.077005504,0
1287,3.554,34.435,181.77,99.98,0,0.077438732,0
1288,3.544,34.434,181.82,99.99,0,0.07755558,0
1289,3.541,34.434,181.66,99.98,0,0.071294163,0
1290,3.539,34.434,181.67,99.99,0,0.075691805,0
1291,3.534,34.434,181.72,99.97,0,0.07856639,0
1292,3.532,34.434,181.76,99.97,0,0.08208171,0
1293,3.525,34.434,181.82,99.97,0,0.086295762,0
1294,3.514,34.434,181.89,99.98,0,0.086778943,0
1295,3.51,34.434,181.93,99.98,0,0.079412997,0
1296,3.505,34.436,181.77,99.98,0,0.078492178,0
1297,3.502,34.436,181.79,99.99,0,0.077894308,0
1298,3.499,34.436,181.82,99.99,0,0.075035054,0
1299,3.493,34.438,181.66,99.98,0,0.084575305,0
1300,3.492,34.439,181.64,99.97,0,0.088051874,0
1301,3.488,34.439,181.59,99.97,0,0.083965143,0
1302,3.48,34.439,181.49,99.97,0,0.096131817,0
1303,3.475,34.439,181.3,99.98,0,0.076959763,0
1304,3.473,34.44,181.34,99.98,0,0.089265936,0
1305,3.471,34.44,181.25,99.96,0,0.085840836,0
1306,3.468,34.44,181.13,99.98,0,0.077364616,0
1307,3.468,34.44,180.94,99.99,0,0.083445531,0
1308,3.468,34.441,180.95,99.99,0,0.075487002,0
1309,3.467,34.441,180.88,99.98,0,0.078129091,0
1310,3.467,34.441,180.87,99.98,0,0.088357361,0
1311,3.466,34.441,180.83,99.98,0,0.085196471,0
1312,3.464,34.441,180.78,99.98,0,0.082170676,0
1313,3.463,34.442,180.73,99.98,0,0.078951914,0
1314,3.46,34.442,180.66,99.98,0,0.07924541,0
1315,3.455,34.442,180.58,99.99,0,0.072749774,0
1316,3.454,34.443,180.67,99.97,0,0.071012052,0
1317,3.452,34.443,180.55,99.96,0,0.087084246,0
1318,3.442,34.443,180.53,99.94,0,0.087609532,0
1319,3.439,34.443,180.35,99.99,0,0.088849072,0
1320,3.438,34.443,180.29,99.98,0,0.087347166,0
1321,3.433,34.444,180.26,99.98,0,0.08749146,0
1322,3.426,34.444,180.3,99.98,0,0.087412178,0
1323,3.423,34.444,180.28,99.97,0,0.085175433,0
1324,3.421,34.445,180.28,99.98,0,0.078811822,0
1325,3.416,34.445,180.2,99.98,0,0.080898456,0
1326,3.406,34.444,180.14,99.97,0,0.0808478,0
1327,3.395,34.444,180.13,99.98,0,0.097537047,0
1328,3.392,34.445,180.08,99.97,0,0.079212387,0
1329,3.39,34.445,180.05,99.99,0,0.086900093,0
1330,3.385,34.445,180.1,99.99,0,0.087464116,0
1331,3.378,34.445,180.1,99.99,0,0.074555466,0
1332,3.371,34.445,180.15,99.98,0,0.079057496,0
1333,3.368,34.445,180.03,99.98,0,0.078764413,0
1334,3.364,34.446,180.05,99.98,0,0.078752744,0
1335,3.359,34.449,180.09,99.99,0,0.078199998,0
1336,3.348,34.448,180.14,99.99,0,0.085717874,0
1337,3.346,34.447,179.92,99.99,0,0.076024429,0
1338,3.344,34.447,179.95,99.99,0,0.07134809,0
1339,3.339,34.449,179.85,99.99,0,0.078059117,0
1340,3.337,34.45,179.82,99.99,0,0.081766275,0
1341,3.332,34.45,179.83,99.99,0,0.076448568,0
1342,3.327,34.449,179.7,99.99,0,0.079094839,0
1343,3.324,34.449,179.69,99.99,0,0.088047047,0
1344,3.323,34.45,179.62,99.99,0,0.087569029,0
1345,3.321,34.45,179.5,99.99,0,0.079050666,0
1346,3.32,34.45,179.53,99.99,0,0.07911083,0
1347,3.319,34.45,179.59,99.99,0,0.084723896,0
1348,3.315,34.451,179.48,99.99,0,0.08942204,0
1349,3.308,34.452,179.41,99.99,0,0.087810866,0
1350,3.302,34.453,179.45,99.99,0,0.071253738,0
1351,3.3,34.453,179.32,99.99,0,0.07790496,0
1352,3.298,34.453,179.24,99.98,0,0.076229762,0
1353,3.296,34.454,179.18,99.98,0,0.074819423,0
1354,3.291,34.454,179.09,99.99,0,0.07558492,0
1355,3.283,34.453,179.14,99.99,0,0.076221697,0
1356,3.282,34.454,178.98,99.99,0,0.074981728,0
1357,3.282,34.455,178.92,99.99,0,0.087484826,0
1358,3.28,34.456,178.88,99.98,0,0.070799999,0
1359,3.279,34.456,178.78,99.99,0,0.088547533,0
1360,3.277,34.456,178.8,99.99,0,0.080722495,0
1361,3.277,34.456,178.63,99.99,0,0.079043481,0
1362,3.276,34.456,178.59,99.99,0,0.088516626,0
1363,3.274,34.456,178.53,99.99,0,0.089263569,0
1364,3.272,34.456,178.47,99.99,0,0.090312346,0
1365,3.267,34.457,178.59,99.98,0,0.072661847,0
1366,3.264,34.457,178.44,99.99,0,0.070799999,0
1367,3.262,34.458,178.5,99.99,0,0.07788752,0
1368,3.259,34.459,178.29,99.99,0,0.071860675,0
1369,3.256,34.459,178.32,99.99,0,0.078169066,0
1370,3.252,34.46,178.24,99.99,0,0.078709944,0
1371,3.248,34.46,178.2,99.99,0,0.079058639,0
1372,3.247,34.46,178.15,99.99,0,0.087513697,0
1373,3.245,34.461,177.99,99.97,0,0.097867906,0
1374,3.244,34.461,178,99.99,0,0.083535375,0
1375,3.239,34.46,177.91,99.99,0,0.081876813,0
1376,3.236,34.461,177.83,99.99,0,0.078347572,0
1377,3.236,34.461,177.86,99.99,0,0.071085624,0
1378,3.233,34.462,177.87,99.99,0,0.070799999,0
1379,3.233,34.462,177.78,99.99,0,0.071894503,0
1380,3.233,34.462,177.71,99.99,0,0.082486879,0
1381,3.232,34.462,177.71,99.99,0,0.083508637,0
1382,3.229,34.462,177.79,99.99,0,0.086380324,0
1383,3.229,34.462,177.78,99.99,0,0.077124166,0
1384,3.224,34.462,177.78,99.98,0,0.070718112,0
1385,3.22,34.463,177.65,99.99,0,0.0855759,0
1386,3.219,34.464,177.65,99.99,0,0.080449785,0
1387,3.217,34.464,177.67,99.99,0,0.087643348,0
1388,3.213,34.464,177.74,99.98,0,0.083928935,0
1389,3.209,34.465,177.68,99.98,0,0.07383923,0
1390,3.208,34.465,177.6,99.99,0,0.078965356,0
1391,3.203,34.466,177.58,99.99,0,0.084839106,0
1392,3.198,34.468,177.49,99.99,0,0.097107282,0
1393,3.197,34.468,177.41,99.99,0,0.091181106,0
1394,3.196,34.469,177.4,99.99,0,0.088755313,0
1395,3.196,34.469,177.2,99.99,0,0.074890851,0
1396,3.196,34.469,177.14,99.99,0,0.087224211,0
1397,3.196,34.469,176.97,99.99,0,0.083077341,0
1398,3.193,34.471,176.9,99.99,0,0.089568791,0
1399,3.191,34.471,176.79,99.99,0,0.087228738,0
1400,3.19,34.472,176.81,99.99,0,0.088172195,0
1401,3.19,34.472,176.66,99.99,0,0.080754359,0
1402,3.189,34.472,176.58,99.99,0,0.086644173,0
1403,3.189,34.472,176.58,99.99,0,0.072884586,0
1404,3.189,34.472,176.37,99.99,0,0.071984161,0
1405,3.189,34.472,176.29,99.99,0,0.081723094,0
1406,3.189,34.472,176.26,99.99,0,0.086527102,0
1407,3.189,34.472,176.19,99.99,0,0.101664551,0
1408,3.186,34.473,176.25,99.99,0,0.09462541,0
1409,3.175,34.474,176.28,99.99,0,0.101180911,0
1410,3.171,34.474,176.13,99.99,0,0.079141218,0
1411,3.17,34.476,176.11,99.99,0,0.082444502,0
1412,3.168,34.477,176.05,99.99,0,0.084299439,0
1413,3.168,34.477,176.04,99.98,0,0.074076136,0
1414,3.167,34.478,175.95,99.98,0,0.085548786,0
1415,3.163,34.478,175.81,99.99,0,0.075090376,0
1416,3.162,34.478,175.75,99.99,0,0.081453768,0
1417,3.158,34.478,175.58,99.99,0,0.087638784,0
1418,3.153,34.479,175.6,99.99,0,0.083117583,0
1419,3.149,34.479,175.62,99.99,0,0.071120365,0
1420,3.146,34.479,175.53,99.99,0,0.071063642,0
1421,3.145,34.479,175.47,99.99,0,0.087240756,0
1422,3.145,34.479,175.45,99.99,0,0.087161708,0
1423,3.144,34.479,175.49,99.99,0,0.086467774,0
1424,3.143,34.479,175.53,99.99,0,0.073429984,0
1425,3.139,34.479,175.48,99.99,0,0.076146055,0
1426,3.131,34.479,175.43,99.99,0,0.078457265,0
1427,3.13,34.479,175.41,99.99,0,0.078377598,0
1428,3.132,34.48,175.46,99.99,0,0.076395753,0
1429,3.131,34.48,175.53,99.99,0,0.074739361,0
1430,3.128,34.481,175.54,99.99,0,0.074038343,0
1431,3.129,34.482,175.51,99.99,0,0.070807599,0
1432,3.128,34.482,175.53,99.99,0,0.080203325,0
1433,3.127,34.482,175.36,99.99,0,0.093906475,0
1434,3.124,34.482,175.28,99.99,0,0.076679304,0
1435,3.113,34.481,175.16,99.99,0,0.08610196,0
1436,3.109,34.481,175.21,99.99,0,0.070799999,0
1437,3.105,34.482,175.29,99.99,0,0.07579304,0
1438,3.1,34.483,175.29,99.99,0,0.087426406,0
1439,3.098,34.483,175.36,99.99,0,0.07756354,0
1440,3.095,34.484,175.47,99.99,0,0.084930262,0
1441,3.094,34.484,175.39,99.99,0,0.088412163,0
1442,3.096,34.484,175.39,99.99,0,0.078888847,0
1443,3.094,34.485,175.26,99.99,0,0.07836567,0
1444,3.087,34.486,175.24,99.99,0,0.078518295,0
1445,3.084,34.487,175.2,99.99,0,0.075459207,0
1446,3.079,34.488,175.15,99.99,0,0.075143033,0
1447,3.077,34.489,175.11,99.99,0,0.087448199,0
1448,3.08,34.49,175.03,99.99,0,0.079049877,0
1449,3.082,34.49,174.87,99.99,0,0.087937865,0
1450,3.08,34.491,174.85,99.99,0,0.082668978,0
1451,3.077,34.491,174.7,99.97,0,0.087451715,0
1452,3.074,34.491,174.69,99.98,0,0.079029983,0
1453,3.069,34.492,174.55,99.99,0,0.087843275,0
1454,3.061,34.492,174.53,99.99,0,0.085820848,0
1455,3.055,34.493,174.36,99.99,0,0.078655876,0
1456,3.054,34.493,174.36,99.99,0,0.092433337,0
1457,3.054,34.494,174.32,99.99,0,0.078072563,0
1458,3.054,34.494,174.37,99.99,0,0.076504713,0
1459,3.054,34.494,174.35,99.99,0,0.078233106,0
1460,3.054,34.495,174.28,99.99,0,0.075696797,0
1461,3.054,34.496,174.24,99.99,0,0.085770522,0
1462,3.054,34.496,174.24,99.99,0,0.079168549,0
1463,3.054,34.496,174.24,99.99,0,0.081021036,0
1464,3.055,34.496,174.1,99.99,0,0.081832591,0
1465,3.054,34.496,174.05,99.99,0,0.070799999,0
1466,3.049,34.496,174,99.99,0,0.076209389,0
1467,3.045,34.497,173.88,99.99,0,0.088689202,0
1468,3.043,34.498,173.99,99.99,0,0.08659734,0
1469,3.042,34.499,173.8,99.99,0,0.078749073,0
1470,3.042,34.499,173.75,99.99,0,0.078461354,0
1471,3.04,34.5,173.73,99.99,0,0.079304106,0
1472,3.038,34.5,173.74,99.99,0,0.078480633,0
1473,3.038,34.5,173.61,99.99,0,0.078483784,0
1474,3.038,34.5,173.55,99.99,0,0.072287271,0
1475,3.036,34.5,173.58,99.99,0,0.077584175,0
1476,3.03,34.501,173.57,99.99,0,0.07898284,0
1477,3.025,34.502,173.45,99.99,0,0.078971119,0
1478,3.024,34.502,173.45,99.99,0,0.081516388,0
1479,3.023,34.502,173.38,99.99,0,0.079071237,0
1480,3.021,34.502,173.26,99.99,0,0.076829502,0
1481,3.019,34.502,173.43,99.99,0,0.084030603,0
1482,3.018,34.502,173.27,99.99,0,0.076076473,0
1483,3.018,34.503,173.33,99.99,0,0.087192614,0
1484,3.017,34.503,173.36,99.99,0,0.070974989,0
1485,3.016,34.503,173.39,99.99,0,0.070799999,0
1486,3.014,34.504,173.42,99.99,0,0.077280404,0
1487,3.01,34.505,173.38,99.99,0,0.084090623,0
1488,3.006,34.506,173.24,99.99,0,0.078199997,0
1489,3.006,34.506,173.18,99.99,0,0.079356491,0
1490,3.006,34.506,173.09,99.99,0,0.085770177,0
1491,3.005,34.506,173.08,99.99,0,0.078659258,0
1492,3.005,34.507,173.08,99.99,0,0.085908819,0
1493,3.005,34.507,172.91,99.99,0,0.077503168,0
1494,3.003,34.508,172.87,99.99,0,0.07444528,0
1495,2.999,34.509,172.91,99.99,0,0.09230536,0
1496,2.998,34.51,172.93,99.99,0,0.081803436,0
1497,2.998,34.51,172.81,99.99,0,0.085801374,0
1498,2.998,34.51,172.72,99.99,0,0.086576673,0
1499,2.998,34.51,172.61,99.99,0,0.095097976,0
1500,2.998,34.511,172.5,99.99,0,0.082065613,0
